No.,Time,Source,Destination,Protocol,Length,Info,label
2156,198.200899,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2157,198.200899,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2158,198.200899,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2159,198.200899,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2160,198.201631,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2161,198.201702,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2162,198.201702,34.98.127.226,100.86.186.37,QUIC,312,Protected Payload (KP0),3
2163,198.206238,100.86.186.37,34.98.127.226,QUIC,75,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2164,198.209038,34.98.127.226,100.86.186.37,QUIC,70,Protected Payload (KP0),3
2165,198.212696,34.98.127.226,100.86.186.37,QUIC,68,Protected Payload (KP0),3
2166,198.213133,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2167,198.225638,34.98.127.226,100.86.186.37,QUIC,109,Protected Payload (KP0),3
2168,198.228069,100.86.186.37,34.98.127.226,QUIC,78,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2169,198.243763,34.98.127.226,100.86.186.37,QUIC,68,Protected Payload (KP0),3
2170,198.412858,100.86.186.37,34.98.127.226,QUIC,280,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2171,198.421277,100.86.186.37,34.98.127.226,QUIC,281,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2172,198.424445,34.98.127.226,100.86.186.37,QUIC,71,Protected Payload (KP0),3
2173,198.433119,34.98.127.226,100.86.186.37,QUIC,71,Protected Payload (KP0),3
2174,198.433445,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2175,198.444982,34.98.127.226,100.86.186.37,QUIC,263,Protected Payload (KP0),3
2176,198.445473,100.86.186.37,34.98.127.226,QUIC,78,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2177,198.448066,34.98.127.226,100.86.186.37,QUIC,1012,Protected Payload (KP0),3
2178,198.448244,100.86.186.37,34.98.127.226,QUIC,78,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2179,198.448378,34.98.127.226,100.86.186.37,QUIC,1287,Protected Payload (KP0),3
2180,198.448378,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2181,198.448917,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2182,198.448917,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2183,198.451288,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2184,198.451288,34.98.127.226,100.86.186.37,QUIC,1004,Protected Payload (KP0),3
2185,198.451288,34.98.127.226,100.86.186.37,QUIC,1287,Protected Payload (KP0),3
2186,198.451288,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2187,198.451359,100.86.186.37,34.98.127.226,QUIC,75,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2188,198.451288,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2189,198.451288,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2190,198.453309,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2191,198.453309,34.98.127.226,100.86.186.37,QUIC,1125,Protected Payload (KP0),3
2192,198.453309,34.98.127.226,100.86.186.37,QUIC,1287,Protected Payload (KP0),3
2193,198.453309,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2194,198.453638,100.86.186.37,34.98.127.226,QUIC,74,"Protected Payload (KP0), DCID=f552725cc25938f2",3
2195,198.454722,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
2196,198.454722,34.98.127.226,100.86.186.37,QUIC,1292,Protected Payload (KP0),3
